"Sr. No.","TIN","GSTIN/PID","Firm Name","Address","Assessment Circle","Tax Type","Return Form Type","RC Effective Date","Status","Cancellation Date","Type Of Dealer"
"1845","33630423150","33CRSPS1046P1Z2","G.K.LEATHERS","1,Na,Lala Kutty Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","01/05/2011","Active","-","Normal Dealer"
"1846","33630423150","33CRSPS1046P1Z2","G.K.LEATHERS","1,Na,Lala Kutty Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","01/05/2011","Active","-","Normal Dealer"
"1847","33326440769","33AFYPM4606D1ZE","G.M.LEATHER","34/1,Karaikadu Thottam, Palladam Road,South Uzhavar Santhai Back Side,Tamil Nadu,Tiruppur,641604","TIRUPPUR (SOUTH) (Circle)","Central Sales Tax","CST FORM NO.1","21/12/2016","Active","-","Normal Dealer"
"1848","33326440769","33AFYPM4606D1ZE","G.M.LEATHER","34/1,Karaikadu Thottam, Palladam Road,South Uzhavar Santhai Back Side,Tamil Nadu,Tiruppur,641604","TIRUPPUR (SOUTH) (Circle)","Value Added Tax","VAT FORM I","21/12/2016","Active","-","Normal Dealer"
"1849","33156443114","33BREPG7404A1ZI","G.N.M. LEATHERS","0/00,V Kotta Road,Pernambut,Tamil Nadu,Vellore,635810","GUDIYATHAM (WEST) (Circle)","Central Sales Tax","CST FORM NO.1","11/03/2017","Active","-","Normal Dealer"
"1850","33156443114","33BREPG7404A1ZI","G.N.M. LEATHERS","0/00,V Kotta Road,Pernambut,Tamil Nadu,Vellore,635810","GUDIYATHAM (WEST) (Circle)","Value Added Tax","VAT FORM I","27/12/2016","Active","-","Normal Dealer"
"1851","33983261808","33AEPPV0651M1Z0","G.N.VELUMANI SOUTHERN SEEDS","248/4,5,6,Na,Attur,Tamil Nadu,636102","ATTUR (RURAL) (Circle)","Central Sales Tax","CST FORM NO.1","06/01/2006","Active","-","Normal Dealer"
"1852","33983261808","33AEPPV0651M1Z0","G.N.VELUMANI SOUTHERN SEEDS","248/4,5,6,Na,Attur,Tamil Nadu,636102","ATTUR (RURAL) (Circle)","Value Added Tax","VAT FORM I,VAT FORM I-1","01/01/2007","Active","-","Normal Dealer"
"1853","33213076331","33AHLPG0346F1ZS","G.P LEATHERS C\O.SRI RANGA TANNERY","27,Na,Bhavani Main Road,Erode,Tamil Nadu,638005","CHITHODE (Circle)","Central Sales Tax","CST FORM NO.1","29/11/2002","Active","-","Normal Dealer"
"1854","33213076331","33AHLPG0346F1ZS","G.P LEATHERS C\O.SRI RANGA TANNERY","27,Na,Bhavani Main Road,Erode,Tamil Nadu,638005","CHITHODE (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"1855","33640521745","33ACTPG4297N1ZV","G.P.R. LEATHERS","11/27,Na,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","18/08/2007","Active","-","Normal Dealer"
"1856","33640521745","33ACTPG4297N1ZV","G.P.R. LEATHERS","11/27,Na,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"1857","33570524936","33AXYPG6317R1ZM","G.P.S.LEATHERS","9-V,A.D.R.Complex ,I Floor,Veerasamy Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","04/04/2012","Active","-","Normal Dealer"
"1858","33570524936","33AXYPG6317R1ZM","G.P.S.LEATHERS","9-V,A.D.R.Complex ,I Floor,Veerasamy Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","04/04/2012","Active","-","Normal Dealer"
"1859","33353075963","33AELPR2379J1Z1","G.R LEATHERS","Sfno 223/5,Annai Fathima Leather Complex,Tannery Street, B.P. Agraharam,Erode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Central Sales Tax","CST FORM NO.1","23/12/1998","Active","-","Normal Dealer"
"1860","33353075963","33AELPR2379J1Z1","G.R LEATHERS","Sfno 223/5,Annai Fathima Leather Complex,Tannery Street, B.P. Agraharam,Erode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"1861","33214643269","33AAJFG0942N1ZA","G.R. LEATHER EXPORTS","401/A,Na,Janatha Puram,Vaniyambadi Taluk,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Central Sales Tax","CST FORM NO.1","02/03/2010","Active","-","Normal Dealer"
"1862","33214643269","33AAJFG0942N1ZA","G.R. LEATHER EXPORTS","401/A,Na,Janatha Puram,Vaniyambadi Taluk,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Value Added Tax","VAT FORM I","01/03/2010","Active","-","Normal Dealer"
"1863","33513076748","33ARAPR3262Q1ZF","G.R.P. LEATHERS.","66,Na,Sathy Bhavani Connection Road,Erode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Central Sales Tax","CST FORM NO.1","27/06/2007","Active","-","Normal Dealer"
"1864","33513076748","33ARAPR3262Q1ZF","G.R.P. LEATHERS.","66,Na,Sathy Bhavani Connection Road,Erode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Value Added Tax","VAT FORM I","27/06/2007","Active","-","Normal Dealer"
"1865","33296183391","33CZGPS5111P1Z0","G.SHAJIBROTHERS TRADER","I-1-30,Na,Kulappara Road,Vilavancode,Tamil Nadu,Kanniyakumari,629152","KUZHITHURAI (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"1866","33325360184","33AAJFS3009E1ZL","G.SIVANESAN BROTHERS","Na,Na,Sannathi Road,Adivaram,Tamil Nadu,Dindigul,624601","PALANI - II (Circle)","Central Sales Tax","CST FORM NO.1","01/10/1975","Active","-","Normal Dealer"
"1867","33325360184","33AAJFS3009E1ZL","G.SIVANESAN BROTHERS","Na,Na,Sannathi Road,Adivaram,Tamil Nadu,Dindigul,624601","PALANI - II (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"1868","33756356186","33BFIPS0706K2ZE","G.SUKANYA PROP GASURAA LEATHER","No.120, 121,Na,Sipcot Ranipet Walaja Tk,Tamil Nadu,632403","RANIPET SIPCOT (Circle)","Central Sales Tax","CST FORM NO.1","30/11/2015","Active","-","Normal Dealer"
"1869","33756356186","33BFIPS0706K2ZE","G.SUKANYA PROP GASURAA LEATHER","No.120, 121,Na,Sipcot Ranipet Walaja Tk,Tamil Nadu,632403","RANIPET SIPCOT (Circle)","Value Added Tax","VAT FORM I","30/11/2015","Active","-","Normal Dealer"
"1870","33325601714","33AUHPS9018B1ZQ","G.SUTHESAHEMALATHA ANNAI AGENCIES DEALER IN PETROL DIESEL.","751/2b,Na,Main Road,Panchyath Office ,Radapuram,Tamil Nadu,Thirunelveli,627114","NANGUNERI (Circle)","Central Sales Tax","CST FORM NO.1","01/01/2001","Active","-","Normal Dealer"
"1871","33325601714","33AUHPS9018B1ZQ","G.SUTHESAHEMALATHA ANNAI AGENCIES DEALER IN PETROL DIESEL.","751/2b,Na,Main Road,Panchyath Office ,Radapuram,Tamil Nadu,Thirunelveli,627114","NANGUNERI (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"1872","33643076337","33BIMPS8947M1Z9","G.S.LEATHERS","00,Na,Kamadhenu Tannery,Bpagraharam,Tamil Nadu,Erode,638005","PERIYA AGRAHARAM (Circle)","Central Sales Tax","CST FORM NO.1","11/01/2007","Active","-","Normal Dealer"
"1873","33643076337","33BIMPS8947M1Z9","G.S.LEATHERS","00,Na,Kamadhenu Tannery,Bpagraharam,Tamil Nadu,Erode,638005","PERIYA AGRAHARAM (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"1874","33910423190","33AAPPI7616B1ZX","G.S.LEATHERS","5/10,Na,Patnool Sardar Jung Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","01/08/2011","Active","-","Normal Dealer"
"1875","33910423190","33AAPPI7616B1ZX","G.S.LEATHERS","5/10,Na,Patnool Sardar Jung Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","01/08/2011","Active","-","Normal Dealer"
"1876","33944361325","33AHVPB2857N1ZU","G.S.R. LEATHERS","100 A,Na,Abdul Hakeem Road,Melvisharam Town Panchayat,Tamil Nadu,Vellore,632509","ARCOT (Circle)","Central Sales Tax","CST FORM NO.1","27/10/1997","Active","-","Normal Dealer"
"1877","33944361325","33AHVPB2857N1ZU","G.S.R. LEATHERS","100 A,Na,Abdul Hakeem Road,Melvisharam Town Panchayat,Tamil Nadu,Vellore,632509","ARCOT (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"1878","33193324371","33ALOPT9622L1ZD","G.THEERTHAMALAI ENGINEERING WORKS","Plot No.37a,Na,Techno Layout,Anumepalli Villagebegepalli Post Hosur ,Tamil Nadu,Krishnagiri,635126","HOSUR(NORTH)-I (Circle)","Central Sales Tax","CST FORM NO.1","07/10/2010","Active","-","Normal Dealer"
"1879","33193324371","33ALOPT9622L1ZD","G.THEERTHAMALAI ENGINEERING WORKS","Plot No.37a,Na,Techno Layout,Anumepalli Villagebegepalli Post Hosur ,Tamil Nadu,Krishnagiri,635126","HOSUR(NORTH)-I (Circle)","Value Added Tax","VAT FORM I","07/10/2010","Active","-","Normal Dealer"
"1880","33763343021","33AJDPT2754J1Z1","G.THENMOZHI SRI LAKSHMI FUEL AGENCY","160/5d,Na,Silarahalli (Village) (Po),Pappireddipatti Tk,Tamil Nadu,Dharmapuri,635303","HARUR (Circle)","Central Sales Tax","CST FORM NO.1","02/09/2010","Active","-","Normal Dealer"
"1881","33763343021","33AJDPT2754J1Z1","G.THENMOZHI SRI LAKSHMI FUEL AGENCY","160/5d,Na,Silarahalli (Village) (Po),Pappireddipatti Tk,Tamil Nadu,Dharmapuri,635303","HARUR (Circle)","Value Added Tax","VAT FORM I","02/09/2010","Active","-","Normal Dealer"
"1882","33256351320","33AGTPT3991Q1Z5","G.THIRUMAL THIRU G BROTHER HARDWARES","32-B,Na,Singarapettaipouthangaraitkkrishnagiridt,Tamil Nadu,635207","HARUR (Circle)","Value Added Tax","VAT FORM I","11/11/2015","Active","-","Normal Dealer"
"1883","33403064344","33AOZPM9369P1ZJ","G.THREE LEATHER COMPANY","207,Na,Naripallam,Erode,Tamil Nadu,638102","CHITHODE (Circle)","Central Sales Tax","CST FORM NO.1","26/03/2008","Active","-","Normal Dealer"
"1884","33403064344","33AOZPM9369P1ZJ","G.THREE LEATHER COMPANY","207,Na,Naripallam,Erode,Tamil Nadu,638102","CHITHODE (Circle)","Value Added Tax","VAT FORM I","07/03/2008","Active","-","Normal Dealer"
"1885","33460883072","33ACAPV7176Q1ZT","G.V.LEATHERS","15,Na,Nallathambi Street,Chennai,Tamil Nadu,Kancheepuram,600075","PAMMAL (Circle)","Central Sales Tax","CST FORM NO.1","29/04/1999","Active","-","Normal Dealer"
"1886","33460883072","33ACAPV7176Q1ZT","G.V.LEATHERS","15,Na,Nallathambi Street,Chennai,Tamil Nadu,Kancheepuram,600075","PAMMAL (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"1887","33910890051","33AAHFH0172K1ZJ","H I Q LEATHERS","1 / 1,Na,2nd Street,Agkeeswarar Colonychrompet Chennai,Tamil Nadu,Kancheepuram,600044","PALLAVARAM (Circle)","Central Sales Tax","CST FORM NO.1","06/12/2012","Active","-","Normal Dealer"
"1888","33910890051","33AAHFH0172K1ZJ","H I Q LEATHERS","1 / 1,Na,2nd Street,Agkeeswarar Colonychrompet Chennai,Tamil Nadu,Kancheepuram,600044","PALLAVARAM (Circle)","Value Added Tax","VAT FORM I","06/12/2012","Active","-","Normal Dealer"
"1889","33166384525","33AEJPA3262R1ZC","H & I LEATHER INC","59/23/3,2nd Floor,Perianna Maistry Street,Periamet,Tamil Nadu,Chennai,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","26/05/2016","Active","-","Normal Dealer"
"1890","33166384525","33AEJPA3262R1ZC","H & I LEATHER INC","59/23/3,2nd Floor,Perianna Maistry Street,Periamet,Tamil Nadu,Chennai,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","26/05/2016","Active","-","Normal Dealer"
"1891","33050461978","33AACCH5545C1Z0","H & S LEATHER CREATIONS PRIVATE LIMITED","15/2,Kh Centre,College Road,Nungambakkamchennai,Tamil Nadu,600006","NUNGAMBAKKAM (Circle)","Central Sales Tax","CST FORM NO.1","02/02/2011","Active","-","Normal Dealer"
"1892","33050461978","33AACCH5545C1Z0","H & S LEATHER CREATIONS PRIVATE LIMITED","15/2,Kh Centre,College Road,Nungambakkamchennai,Tamil Nadu,600006","NUNGAMBAKKAM (Circle)","Value Added Tax","VAT FORM I","02/02/2011","Active","-","Normal Dealer"
"1893","33966276288","33BFPPR1511E1ZP","HABEEB LEATHER","No.16,Na,Asnambut Road,Jalal Garden,Reddy Thoppuambur ,Tamil Nadu,Vellore,635802","AMBUR (Circle)","Central Sales Tax","CST FORM NO.1","24/12/2014","Active","-","Normal Dealer"
"1894","33966276288","33BFPPR1511E1ZP","HABEEB LEATHER","No.16,Na,Asnambut Road,Jalal Garden,Reddy Thoppuambur ,Tamil Nadu,Vellore,635802","AMBUR (Circle)","Value Added Tax","VAT FORM I","22/12/2014","Active","-","Normal Dealer"
"1895","33216378215","33ALYPM8659E1ZE","HABEEBA LEATHER EXPORTS","5/2,Patnool Sardar Jung Street,Periamet,Tamil Nadu,Chennai,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","03/05/2016","Active","-","Normal Dealer"
"1896","33216378215","33ALYPM8659E1ZE","HABEEBA LEATHER EXPORTS","5/2,Patnool Sardar Jung Street,Periamet,Tamil Nadu,Chennai,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","03/05/2016","Active","-","Normal Dealer"
"1897","33160523367","33AIAPA2057R1ZD","HABEEBA LEATHERS","13,Na,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","25/05/2010","Active","-","Normal Dealer"
"1898","33160523367","33AIAPA2057R1ZD","HABEEBA LEATHERS","13,Na,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I,VAT FORM I-1","01/01/2007","Active","-","Normal Dealer"
"1899","33623076154","33CKBPS9860H1ZS","HABEEBA LEATHERS","2,Na,Erode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Central Sales Tax","CST FORM NO.1","23/01/2001","Active","-","Normal Dealer"
"1900","33623076154","33CKBPS9860H1ZS","HABEEBA LEATHERS","2,Na,Erode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"1901","33116289026","33BXNPS3125B1ZP","HABIBULLA LEATHERS PROP.HABIBULLA SHAIKH","12,Na,V.Kota Road,Pernambutpernambut,Tamil Nadu,Vellore,635810","GUDIYATHAM (WEST) (Circle)","Central Sales Tax","CST FORM NO.1","20/02/2015","Active","-","Normal Dealer"
"1902","33116289026","33BXNPS3125B1ZP","HABIBULLA LEATHERS PROP.HABIBULLA SHAIKH","12,Na,V.Kota Road,Pernambutpernambut,Tamil Nadu,Vellore,635810","GUDIYATHAM (WEST) (Circle)","Value Added Tax","VAT FORM I","20/02/2015","Active","-","Normal Dealer"
"1903","33640422320","33AABPH1689M1ZK","HAFEEZ LEATHERS","No.23-2,,Na,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","21/06/1990","Active","-","Normal Dealer"
"1904","33640422320","33AABPH1689M1ZK","HAFEEZ LEATHERS","No.23-2,,Na,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"1905","33943077336","33AXFPK5480N1Z3","HAFIL LEATHERS","3,E.K.Mohamed Ibrahim Sahib & Sons,.Tannery Street,Bp Agraharamerode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Central Sales Tax","CST FORM NO.1","05/11/2013","Active","-","Normal Dealer"
"1906","33943077336","33AXFPK5480N1Z3","HAFIL LEATHERS","3,E.K.Mohamed Ibrahim Sahib & Sons,.Tannery Street,Bp Agraharamerode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Value Added Tax","VAT FORM I","05/11/2013","Active","-","Normal Dealer"
"1907","33280422809","33AAKPI7931G1ZQ","HAFIZ LEATHERS","22/31,Na,Karpura Street,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","07/07/2008","Active","-","Normal Dealer"
"1908","33280422809","33AAKPI7931G1ZQ","HAFIZ LEATHERS","22/31,Na,Karpura Street,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","07/07/2008","Active","-","Normal Dealer"
"1909","33254644023","33AAHFH4763L1Z4","HAFSA LEATHERS","285/20,Na,P.K. Street,Periapetvaniyambadi,Tamil Nadu,Vellore,635752","VANIYAMBADI (Circle)","Central Sales Tax","CST FORM NO.1","16/08/2013","Active","-","Normal Dealer"
"1910","33254644023","33AAHFH4763L1Z4","HAFSA LEATHERS","285/20,Na,P.K. Street,Periapetvaniyambadi,Tamil Nadu,Vellore,635752","VANIYAMBADI (Circle)","Value Added Tax","VAT FORM I","16/08/2013","Active","-","Normal Dealer"
"1911","33590423560","33BOQPR3027H1ZS","HAFSHAN LEATHER EXPORTS","No.65,First Floor,Perianna Maistry Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","30/12/2013","Active","-","Normal Dealer"
"1912","33590423560","33BOQPR3027H1ZS","HAFSHAN LEATHER EXPORTS","No.65,First Floor,Perianna Maistry Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","28/12/2013","Active","-","Normal Dealer"
"1913","33934962585","33ABRPA4183E1ZV","HAJEE. M. ABDUL KASIM ROWTHER","137 C/ 511,Na,Kamarajar Salai,Madurai,Tamil Nadu,625009","MUNICHALAI ROAD (Circle)","Central Sales Tax","CST FORM NO.1","21/08/2009","Active","-","Normal Dealer"
"1914","33934962585","33ABRPA4183E1ZV","HAJEE. M. ABDUL KASIM ROWTHER","137 C/ 511,Na,Kamarajar Salai,Madurai,Tamil Nadu,625009","MUNICHALAI ROAD (Circle)","Value Added Tax","VAT FORM I","21/08/2009","Active","-","Normal Dealer"
"1915","33594341196","33ADKPA7156J1ZK","HALEEM LEATHERS","0,Na,M.V.Kuppam,Gudiyatham Taluk,Tamil Nadu,Vellore,632602","GUDIYATHAM (WEST) (Circle)","Central Sales Tax","CST FORM NO.1","10/09/1993","Active","-","Normal Dealer"
"1916","33594341196","33ADKPA7156J1ZK","HALEEM LEATHERS","0,Na,M.V.Kuppam,Gudiyatham Taluk,Tamil Nadu,Vellore,632602","GUDIYATHAM (WEST) (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"1917","33696275903","33AXLPR7440R1ZM","HALEEMA LEATHERS","18,1 St Floor,Karpura Mudali Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","23/12/2014","Active","-","Normal Dealer"
"1918","33696275903","33AXLPR7440R1ZM","HALEEMA LEATHERS","18,1 St Floor,Karpura Mudali Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","05/12/2014","Active","-","Normal Dealer"
"1919","33610521907","33AADFH7903G1ZN","HAMARA LEATHERS","42,Na,Wuthucattan Street,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","05/09/1995","Active","-","Normal Dealer"
"1920","33610521907","33AADFH7903G1ZN","HAMARA LEATHERS","42,Na,Wuthucattan Street,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"1921","33986414028","33AAJFH5639K1Z3","HAMEEDA LEATHER PRODUCTS","15/31,Vepery High Road,Periamet,Tamil Nadu,Chennai,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","19/09/2016","Active","-","Normal Dealer"
"1922","33986414028","33AAJFH5639K1Z3","HAMEEDA LEATHER PRODUCTS","15/31,Vepery High Road,Periamet,Tamil Nadu,Chennai,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","19/09/2016","Active","-","Normal Dealer"
"1923","33030525330","33EVQPS5559R1Z8","HAMEEDA LEATHER PRODUCTS","Old.No.15 New.No.31 ,Na,Vepery High Road,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","10/07/2014","Active","-","Normal Dealer"
"1924","33030525330","33EVQPS5559R1Z8","HAMEEDA LEATHER PRODUCTS","Old.No.15 New.No.31 ,Na,Vepery High Road,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","10/07/2014","Active","-","Normal Dealer"
"1925","33740525279","33BFDPM2380E1ZT","HAMID LEATHER GARMENTS","No.23 1st ,Na,E.K. Guru Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","21/03/2014","Active","-","Normal Dealer"
"1926","33740525279","33BFDPM2380E1ZT","HAMID LEATHER GARMENTS","No.23 1st ,Na,E.K. Guru Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","21/03/2014","Active","-","Normal Dealer"
"1927","33283075856","33AHYPK8067G1ZR","HAMITHA LEATHER HOUSE","00,Na,R.S.M.Iqbal Tannery,B P Agraharam,Tamil Nadu,Erode,638005","PERIYA AGRAHARAM (Circle)","Central Sales Tax","CST FORM NO.1","05/01/2007","Active","-","Normal Dealer"
"1928","33283075856","33AHYPK8067G1ZR","HAMITHA LEATHER HOUSE","00,Na,R.S.M.Iqbal Tannery,B P Agraharam,Tamil Nadu,Erode,638005","PERIYA AGRAHARAM (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"1929","33624342780","33CMDPM3480M1ZT","HAMZA LEATHERS","11/3,Na,Inamadar Street.,,Gudiyattam,Tamil Nadu,Vellore,635810","GUDIYATHAM (WEST) (Circle)","Central Sales Tax","CST FORM NO.1","26/06/2008","Active","-","Normal Dealer"
"1930","33624342780","33CMDPM3480M1ZT","HAMZA LEATHERS","11/3,Na,Inamadar Street.,,Gudiyattam,Tamil Nadu,Vellore,635810","GUDIYATHAM (WEST) (Circle)","Value Added Tax","VAT FORM I","26/06/2008","Active","-","Normal Dealer"
"1931","33166461737","33CRIPB7717A1ZA","HANA LEATHERS","15/4,1st Floor,Perianna Maistry Street,Periamet Chennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","28/02/2017","Active","-","Normal Dealer"
"1932","33166461737","33CRIPB7717A1ZA","HANA LEATHERS","15/4,1st Floor,Perianna Maistry Street,Periamet Chennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","28/02/2017","Active","-","Normal Dealer"
"1933","33934643552","33AAHPI5442F1Z1","HANEEF LEATHER EXPORTS","1205/A-5,A.S.A Chettiyar Complex,19, Cutchery Road..,Vaniyambadivaniyambadi,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Central Sales Tax","CST FORM NO.1","22/07/2011","Active","-","Normal Dealer"
"1934","33934643552","33AAHPI5442F1Z1","HANEEF LEATHER EXPORTS","1205/A-5,A.S.A Chettiyar Complex,19, Cutchery Road..,Vaniyambadivaniyambadi,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Value Added Tax","VAT FORM I","22/07/2011","Active","-","Normal Dealer"
"1935","33420420889","33AADPA9636P1ZG","HANEEF LEATHERS","2-B,Na,Lala Kutty Street,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","26/04/1993","Active","-","Normal Dealer"
"1936","33420420889","33AADPA9636P1ZG","HANEEF LEATHERS","2-B,Na,Lala Kutty Street,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"1937","33516363302","33BXGPM0599A1ZO","HANIFA LEATHERS","No.19/15,Na,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","21/01/2016","Active","-","Normal Dealer"
"1938","33516363302","33BXGPM0599A1ZO","HANIFA LEATHERS","No.19/15,Na,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","21/01/2016","Active","-","Normal Dealer"
"1939","33644363430","33CJPPS8993C1ZI","HANIYA LEATHER IMPEX","22,Na,Ameenba Street,,Walaja Tk,Tamil Nadu,Vellore,632509","ARCOT (Circle)","Central Sales Tax","CST FORM NO.1","08/06/2009","Active","-","Normal Dealer"
